,agent,site_name,scenario,prompt,task_correct
1103,Agent-E,shop,"shop:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.","Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.",True
1104,Agent-E,shop,"shop:Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.","Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.",True
1105,Agent-E,shop,"shop:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",False
1120,Agent-E,health,"health:View and download the most recent lab results for my blood test. Input the results to the scratchpad textarea in the end, if there are any.","View and download the most recent lab results for my blood test. Input the results to the scratchpad textarea in the end, if there are any.",True
1124,Agent-E,news,"news:Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.","Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.",True
1137,Agent-E,shop,"shop:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.","Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.",True
1142,Agent-E,shop,"shop:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.","Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.",True
1143,Agent-E,spotify,"spotify:Add the song “Radioactive” to my “Favorites” playlist Input the results to the scratchpad textarea in the end, if there are any.","Add the song “Radioactive” to my “Favorites” playlist Input the results to the scratchpad textarea in the end, if there are any.",False
1147,Agent-E,spotify,"spotify:Tell me which song Ed Sheeran created Input the results to the scratchpad textarea in the end, if there are any.","Tell me which song Ed Sheeran created Input the results to the scratchpad textarea in the end, if there are any.",True
1172,Agent-E,shop,"shop:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",False
1180,Agent-E,shop,"shop:Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
1191,Agent-E,shop,"shop:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",False
1194,Agent-E,health,"health:Schedule an appointment with my physician (Dr. Arjun) for the earliest available slot next week. Input the results to the scratchpad textarea in the end, if there are any.","Schedule an appointment with my physician (Dr. Arjun) for the earliest available slot next week. Input the results to the scratchpad textarea in the end, if there are any.",False
1195,Agent-E,shop,"shop:Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
